send_date,task_id,touch_type,sent_at_ist
2026-07-28,QC-STAB-277-20260117,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-278-20260117,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-279-20260117,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-280-20260117,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-281-20260117,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-282-20260117,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-283-20260117,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-284-20260117,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-285-20260117,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-070-20260120,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-071-20260123,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-072-20260123,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-073-20260123,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-107-20260123,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-108-20260123,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-109-20260123,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-176-20260123,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-177-20260123,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-178-20260123,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-463-20260123,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-247-20260129,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-292-20260201,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-293-20260201,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-294-20260201,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-295-20260201,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-128-20260303,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-129-20260303,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-086-20260309,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-248-20260312,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-249-20260312,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-183-20260318,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-184-20260318,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-185-20260318,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-057-20260324,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-092-20260324,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-093-20260324,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-094-20260324,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-058-20260327,action_critical,2026-07-28T10:14:12+05:30
